OID,CID
2601,1915
2602,906
2603,3365
2604,1085
2605,292
2606,159
2607,177
2608,3203
2609,3309
2610,3938
2611,2325
2612,3275
2613,164
2614,2193
2615,3538
2616,1689
2617,3851
2618,2857
2619,896
2620,3542
2621,3306
2622,3640
2623,1666
2624,1976
2625,3030
2626,2899
2627,4017
2628,672
2629,1611
2630,1739
2631,3822
2632,3304
2633,3837
2634,561
2635,1176
2636,2982
2637,3431
2638,2479
2639,678
2640,3717
2641,2212
2642,1431
2643,980
2644,2587
2645,2774
2646,2467
2647,3518
2648,3467
2649,1160
2650,1140
2651,4003
2652,840
2653,3888
2654,1411
2655,1686
2656,939
2657,2865
2658,1217
2659,1627
2660,4027
2661,1400
2662,747
2663,3347
2664,527
2665,614
2666,673
2667,3535
2668,3618
2669,1017
2670,388
2671,320
2672,1477
2673,1667
2674,109
2675,2313
2676,145
2677,3964
2678,2773
2679,3427
2680,2487
2681,3167
2682,2491
2683,2910
2684,2424
2685,1957
2686,2983
2687,1856
2688,2920
2689,2122
2690,2796
2691,3609
2692,521
2693,2812
2694,112
2695,2836
2696,3394
2697,1645
2698,3273
2699,2669
2700,3332
2701,1043
2702,1346
2703,1489
2704,1042
2705,1991
2706,2215
2707,1830
2708,623
2709,1438
2710,3
2711,289
2712,1315
2713,2760
2714,152
2715,2805
2716,1611
2717,2603
2718,957
2719,546
2720,2550
2721,1880
2722,3613
2723,728
2724,598
2725,251
2726,908
2727,2226
2728,1103
2729,1016
2730,1592
2731,2868
2732,1271
2733,3963
2734,3520
2735,3619
2736,3129
2737,1643
2738,135
2739,1513
2740,1309
2741,3141
2742,2617
2743,1802
2744,1222
2745,1084
2746,535
2747,4036
2748,1986
2749,1565
2750,1370
2751,2802
2752,3669
2753,1666
2754,2256
2755,1071
2756,1752
2757,138
2758,1178
2759,1228
2760,762
2761,3066
2762,4031
2763,155
2764,3016
2765,3910
2766,3454
2767,2778
2768,2396
2769,316
2770,205
2771,3775
2772,2301
2773,1401
2774,3208
2775,1641
2776,2436
2777,1118
2778,3586
2779,307
2780,1013
2781,1539
2782,2862
2783,1030
2784,1594
2785,1495
2786,2756
2787,589
2788,74
2789,92
2790,2630
2791,2953
2792,2919
2793,640
2794,950
2795,774
2796,2265
2797,966
2798,968
2799,274
2800,3129
2801,2955
2802,1482
2803,707
2804,196
2805,1083
2806,2614
2807,3678
2808,929
2809,2185
2810,262
2811,995
2812,1942
2813,3173
2814,518
2815,1859
2816,3357
2817,3087
2818,999
2819,3285
2820,2632
2821,1325
2822,713
2823,258
2824,2698
2825,634
2826,2968
2827,3267
2828,940
2829,3404
2830,3445
2831,1251
2832,2517
2833,407
2834,2875
2835,3418
2836,1843
2837,1751
2838,2336
2839,1200
2840,2497
2841,376
2842,545
2843,943
2844,2962
2845,2828
2846,283
2847,3956
2848,754
2849,3304
2850,113
2851,3620
2852,2071
2853,110
2854,2235
2855,2631
2856,3713
2857,3097
2858,2886
2859,3162
2860,3712
2861,452
2862,440
2863,162
2864,766
2865,687
2866,287
2867,2510
2868,691
2869,2749
2870,3274
2871,554
2872,2045
2873,222
2874,641
2875,3086
2876,415
2877,439
2878,571
2879,3114
2880,1236
2881,3047
2882,0
2883,247
2884,811
2885,2724
2886,3437
2887,3319
2888,1420
2889,344
2890,1443
2891,2779
2892,1130
2893,3582
2894,1994
2895,1977
2896,2644
2897,446
2898,3771
2899,3928
2900,2463
2901,3901
2902,1985
2903,359
2904,3934
2905,3452
2906,2212
2907,4010
2908,3052
2909,3551
2910,878
2911,2599
2912,3690
2913,1910
2914,2976
2915,1405
2916,3022
2917,3013
2918,3348
2919,458
2920,96
2921,3676
2922,3892
2923,125
2924,924
2925,566
2926,1572
2927,2605
2928,3960
2929,3079
2930,3994
2931,1099
2932,2844
2933,3589
2934,3828
2935,95
2936,3250
2937,1740
2938,3660
2939,3979
2940,3469
2941,1112
2942,2818
2943,3881
2944,1736
2945,1109
2946,1908
2947,3713
2948,3116
2949,1170
2950,3439
2951,1564
2952,733
2953,2188
2954,2916
2955,237
2956,3645
2957,648
2958,1500
2959,2011
2960,415
2961,1007
2962,3516
2963,11
2964,3627
2965,301
2966,218
2967,994
2968,544
2969,1540
2970,3835
2971,2782
2972,1988
2973,3252
2974,742
2975,2231
2976,2432
2977,618
2978,2186
2979,3351
2980,3107
2981,3290
2982,1771
2983,3737
2984,436
2985,958
2986,955
2987,3019
2988,1026
2989,3106
2990,1230
2991,793
2992,567
2993,1931
2994,3431
2995,3802
2996,478
2997,1047
2998,1645
2999,1088
3000,1369
3001,3411
3002,2323
3003,2254
3004,1939
3005,2432
3006,2484
3007,3560
3008,1996
3009,572
3010,4007
3011,1176
3012,141
3013,2601
3014,2222
3015,1618
3016,3074
3017,1556
3018,1811
3019,425
3020,990
3021,2191
3022,113
3023,3665
3024,853
3025,1733
3026,866
3027,3448
3028,687
3029,325
3030,1419
3031,2042
3032,2232
3033,1822
3034,1663
3035,1682
3036,1941
3037,2862
3038,2616
3039,901
3040,3783
3041,2300
3042,1166
3043,3989
3044,3029
3045,1498
3046,1339
3047,2852
3048,2153
3049,3769
3050,3768
3051,2350
3052,3048
3053,2033
3054,231
3055,2873
3056,2558
3057,3933
3058,3935
3059,3449
3060,736
3061,3493
3062,2250
3063,1490
3064,3191
3065,3159
3066,3272
3067,1121
3068,3976
3069,1720
3070,1987
3071,201
3072,2579
3073,2535
3074,2381
3075,2211
3076,531
3077,2712
3078,2778
3079,2797
3080,2964
3081,3599
3082,1623
3083,3163
3084,258
3085,3145
3086,2427
3087,1868
3088,2549
3089,3135
3090,311
3091,2425
3092,2777
3093,698
3094,2047
3095,2585
3096,565
3097,469
3098,225
3099,1951
3100,1580
3101,3187
3102,256
3103,2363
3104,2095
3105,3251
3106,2944
3107,1027
3108,31
3109,1756
3110,3734
3111,3500
3112,2776
3113,3719
3114,1367
3115,1194
3116,1117
3117,2891
3118,3748
3119,1076
3120,1780
3121,2367
3122,689
3123,3805
3124,1621
3125,2674
3126,1749
3127,3339
3128,1699
3129,1540
3130,1556
3131,3054
3132,1711
3133,1867
3134,2940
3135,732
3136,3384
3137,1088
3138,1083
3139,3097
3140,1708
3141,1721
3142,1556
3143,2985
3144,2026
3145,3605
3146,311
3147,2633
3148,2008
3149,361
3150,1127
3151,612
3152,643
3153,1571
3154,1192
3155,2336
3156,89
3157,1536
3158,3175
3159,2786
3160,3328
3161,258
3162,1778
3163,505
3164,3680
3165,2572
3166,3839
3167,2088
3168,2253
3169,3555
3170,920
3171,1333
3172,643
3173,4014
3174,2259
3175,3598
3176,3955
3177,148
3178,327
3179,3084
3180,1126
3181,1838
3182,541
3183,2615
3184,1318
3185,2636
3186,1953
3187,2083
3188,2171
3189,1635
3190,821
3191,1016
3192,1566
3193,1860
3194,1591
3195,2416
3196,2301
3197,3637
3198,2693
3199,2229
3200,2829
3201,1280
3202,1775
3203,757
3204,618
3205,617
3206,1450
3207,2884
3208,1380
3209,3873
3210,678
3211,429
3212,352
3213,603
3214,1651
3215,3156
3216,1009
3217,3269
3218,3308
3219,37
3220,3035
3221,1022
3222,1553
3223,1831
3224,945
3225,3133
3226,1993
3227,1487
3228,2123
3229,2027
3230,3761
3231,3054
3232,537
3233,3957
3234,1482
3235,1146
3236,2163
3237,562
3238,2946
3239,1173
3240,2414
3241,2993
3242,161
3243,3583
3244,1245
3245,43
3246,2953
3247,3151
3248,701
3249,1707
3250,671
3251,4030
3252,1819
3253,2985
3254,635
3255,645
3256,186
3257,3077
3258,204
3259,2093
3260,1194
3261,3053
3262,2875
3263,140
3264,1249
3265,1200
3266,2581
3267,2010
3268,1747
3269,1193
3270,942
3271,3226
3272,2257
3273,1131
3274,24
3275,1138
3276,3380
3277,1380
3278,960
3279,2623
3280,2623
3281,694
3282,266
3283,3410
3284,2184
3285,2550
3286,539
3287,2532
3288,949
3289,352
3290,2683
3291,3743
3292,1366
3293,4007
3294,3320
3295,1481
3296,2320
3297,1439
3298,2734
3299,2360
3300,2710
3301,2732
3302,414
3303,2341
3304,1566
3305,2122
3306,510
3307,2493
3308,1901
3309,2487
3310,1303
3311,3835
3312,3643
3313,3652
3314,1616
3315,3653
3316,2631
3317,2412
3318,1033
3319,1219
3320,3392
3321,805
3322,1170
3323,2000
3324,1865
3325,1571
3326,1584
3327,3494
3328,2498
3329,3563
3330,1899
3331,59
3332,3683
3333,3195
3334,3585
3335,2886
3336,875
3337,3902
3338,3547
3339,3863
3340,1412
3341,4000
3342,2345
3343,2647
3344,1923
3345,827
3346,3376
3347,8
3348,2362
3349,3546
3350,2311
3351,74
3352,2952
3353,1036
3354,777
3355,3568
3356,3264
3357,415
3358,1822
3359,1263
3360,2331
3361,1131
3362,1748
3363,2883
3364,2579
3365,2772
3366,3946
3367,243
3368,3491
3369,2912
3370,1423
3371,38
3372,2010
3373,3440
3374,1015
3375,528
3376,4017
3377,1739
3378,2565
3379,1954
3380,2527
3381,3864
3382,856
3383,3825
3384,153
3385,2411
3386,3676
3387,779
3388,1726
3389,724
3390,1010
3391,3755
3392,1530
3393,842
3394,3159
3395,4010
3396,2496
3397,3118
3398,2450
3399,1909
3400,244
3401,2898
3402,284
3403,3180
3404,3300
3405,1255
3406,730
3407,284
3408,1444
3409,3739
3410,850
3411,2217
3412,479
3413,3088
3414,3683
3415,2599
3416,3498
3417,3274
3418,3192
3419,2747
3420,704
3421,2894
3422,31
3423,2339
3424,2805
3425,1600
3426,578
3427,3997
3428,627
3429,517
3430,967
3431,546
3432,718
3433,3960
3434,1145
3435,3530
3436,1566
3437,1801
3438,1178
3439,2840
3440,1690
3441,1722
3442,1883
3443,2033
3444,399
3445,506
3446,2181
3447,1186
3448,3563
3449,1559
3450,1073
3451,1251
3452,780
3453,3181
3454,3592
3455,3279
3456,343
3457,3368
3458,3550
3459,2073
3460,939
3461,2315
3462,225
3463,1965
3464,2559
3465,3511
3466,2288
3467,1491
3468,817
3469,3351
3470,3734
3471,1879
3472,2379
3473,2940
3474,2261
3475,3341
3476,1124
3477,3723
3478,2512
3479,1405
3480,2920
3481,3603
3482,1222
3483,1981
3484,1082
3485,2321
3486,1680
3487,126
3488,2051
3489,2223
3490,3972
3491,2791
3492,2305
3493,2317
3494,1941
3495,2291
3496,3192
3497,3678
3498,1478
3499,2188
3500,1757
3501,3345
3502,112
3503,3485
3504,1547
3505,3847
3506,1324
3507,1927
3508,2807
3509,3348
3510,2459
3511,2012
3512,1890
3513,3460
3514,2970
3515,3810
3516,970
3517,1892
3518,279
3519,623
3520,1413
3521,330
3522,3404
3523,616
3524,1335
3525,1505
3526,3762
3527,2353
3528,3552
3529,2165
3530,2056
3531,2395
3532,4032
3533,925
3534,1735
3535,941
3536,67
3537,802
3538,2146
3539,2808
3540,3961
3541,3641
3542,1956
3543,446
3544,397
3545,2473
3546,3632
3547,820
3548,141
3549,337
3550,1065
3551,1853
3552,1840
3553,570
3554,2022
3555,669
3556,1572
3557,2951
3558,2610
3559,908
3560,1799
3561,2631
3562,2159
3563,3589
3564,3865
3565,3716
3566,573
3567,1944
3568,720
3569,2679
3570,2294
3571,283
3572,838
3573,1833
3574,2885
3575,280
3576,1769
3577,1834
3578,1759
3579,643
3580,1955
3581,982
3582,486
3583,2389
3584,937
3585,1056
3586,2733
3587,3400
3588,3007
3589,1745
3590,2180
3591,143
3592,267
3593,915
3594,1808
3595,162
3596,311
3597,1114
3598,2510
3599,1622
3600,1852
3601,2271
3602,1417
3603,3117
3604,2185
3605,3177
3606,2926
3607,2208
3608,1737
3609,3630
3610,3332
3611,2304
3612,2351
3613,2494
3614,677
3615,2995
3616,2642
3617,362
3618,2304
3619,2645
3620,1644
3621,1359
3622,1591
3623,170
3624,1919
3625,3225
3626,3075
3627,2601
3628,894
3629,176
3630,3533
3631,3833
3632,3404
3633,1798
3634,1629
3635,1376
3636,1454
3637,2957
3638,844
3639,2562
3640,340
3641,2827
3642,3715
3643,1360
3644,113
3645,797
3646,3381
3647,2300
3648,1842
3649,961
3650,932
3651,1143
3652,2734
3653,263
3654,1786
3655,3762
3656,2131
3657,124
3658,1959
3659,570
3660,1346
3661,494
3662,1319
3663,496
3664,1734
3665,1141
3666,3436
3667,2425
3668,2237
3669,4014
3670,2402
3671,2814
3672,1330
3673,253
3674,2603
3675,566
3676,3946
3677,3785
3678,1595
3679,2080
3680,1338
3681,711
3682,2510
3683,2538
3684,1715
3685,1171
3686,2130
3687,741
3688,2138
3689,1740
3690,1611
3691,1147
3692,1156
3693,75
3694,3515
3695,3427
3696,748
3697,380
3698,2596
3699,906
3700,3846
3701,3943
3702,1075
3703,1954
3704,1862
3705,1346
3706,517
3707,2033
3708,3611
3709,3125
3710,2168
3711,3412
3712,1112
3713,3198
3714,3140
3715,2809
3716,3545
3717,1880
3718,2631
3719,3394
3720,2220
3721,873
3722,1059
3723,2326
3724,570
3725,1602
3726,2054
3727,3544
3728,2273
3729,2660
3730,293
3731,1580
3732,3329
3733,2377
3734,3778
3735,592
3736,363
3737,3553
3738,3211
3739,701
3740,3625
3741,1496
3742,1054
3743,2101
3744,1665
3745,1193
3746,1186
3747,2342
3748,162
3749,419
3750,3034
3751,1077
3752,1565
3753,3361
3754,1487
3755,1434
3756,3648
3757,2218
3758,3458
3759,1133
3760,716
3761,3192
3762,3572
3763,3849
3764,322
3765,1413
3766,471
3767,786
3768,2508
3769,3095
3770,2227
3771,1688
3772,3136
3773,162
3774,3622
3775,2368
3776,2533
3777,1668
3778,2293
3779,1128
3780,509
3781,60
3782,3280
3783,1565
3784,2876
3785,497
3786,2115
3787,1864
3788,1095
3789,1560
3790,888
3791,3320
3792,1682
3793,3257
3794,3673
3795,822
3796,2607
3797,124
3798,2058
3799,628
3800,2424
3801,847
3802,1074
3803,3050
3804,2740
3805,2650
3806,873
3807,3297
3808,3752
3809,3019
3810,1533
3811,3498
3812,3476
3813,3320
3814,960
3815,3270
3816,3591
3817,1642
3818,425
3819,1921
3820,1674
3821,3180
3822,2070
3823,3969
3824,3587
3825,2920
3826,1535
3827,3027
3828,788
3829,1821
3830,127
3831,3904
3832,3006
3833,2396
3834,660
3835,3929
3836,1629
3837,1853
3838,1157
3839,3814
3840,1042
3841,1521
3842,2903
3843,649
3844,200
3845,2918
3846,1507
3847,399
3848,1495
3849,1538
3850,1951
3851,569
3852,471
3853,1444
3854,3909
3855,1652
3856,1264
3857,2161
3858,119
3859,1477
3860,1605
3861,528
3862,70
3863,4003
3864,1775
3865,1678
3866,3733
3867,2323
3868,3623
3869,1512
3870,344
3871,2290
3872,2270
3873,180
3874,2343
3875,3976
3876,3519
3877,1634
3878,2298
3879,3884
3880,1511
3881,1025
3882,3301
3883,3315
3884,1288
3885,761
3886,1175
3887,1288
3888,3204
3889,3713
3890,142
3891,536
3892,3976
3893,3621
3894,795
3895,325
3896,2160
3897,772
3898,1436
3899,2192
3900,976
3901,1512
3902,2416
3903,3031
3904,2423
3905,3612
3906,1767
3907,1552
3908,3131
3909,1129
3910,3680
3911,3044
3912,3896
3913,2677
3914,3175
3915,3770
3916,3711
3917,3165
3918,1006
3919,486
3920,551
3921,1306
3922,721
3923,1449
3924,1143
3925,3777
3926,2303
3927,523
3928,2483
3929,2398
3930,1556
3931,876
3932,1476
3933,30
3934,1791
3935,1880
3936,314
3937,1097
3938,3695
3939,610
3940,2580
3941,2527
3942,445
3943,1489
3944,1470
3945,3020
3946,12
3947,946
3948,282
3949,3743
3950,1577
3951,1459
3952,2396
3953,456
3954,3880
3955,1041
3956,1105
3957,2809
3958,2929
3959,2175
3960,3185
3961,3996
3962,449
3963,569
3964,2120
3965,3749
3966,3467
3967,1544
3968,3059
3969,318
3970,2634
3971,3391
3972,2603
3973,1906
3974,3734
3975,379
3976,609
3977,2902
3978,2240
3979,3375
3980,2886
3981,1218
3982,1536
3983,757
3984,562
3985,3720
3986,3785
3987,1530
3988,3982
3989,214
3990,2961
3991,1674
3992,220
3993,801
3994,130
3995,2652
3996,3278
3997,1439
3998,482
3999,1676
4000,2682
4001,3102
4002,1910
4003,1459
4004,3189
4005,2317
4006,2034
4007,1346
4008,3191
4009,1118
4010,1121
4011,211
4012,228
4013,1956
4014,3988
4015,3839
4016,2383
4017,110
4018,1628
4019,2480
4020,3854
4021,3703
4022,3727
4023,3602
4024,731
4025,3833
4026,48
4027,539
4028,3650
4029,1766
4030,1563
4031,364
4032,1669
4033,2270
4034,2009
4035,2040
4036,1898
4037,2668
4038,1113
4039,2281
4040,1285
4041,1102
4042,3561
4043,831
4044,610
4045,589
4046,2595
4047,868
4048,1409
4049,2799
4050,3367
4051,2734
4052,2429
4053,897
4054,364
4055,1893
4056,3564
4057,75
4058,3600
4059,18
4060,1157
4061,323
4062,707
4063,1723
4064,1864
4065,1525
4066,374
4067,2505
4068,2256
4069,3845
4070,1551
4071,532
4072,2113
4073,901
4074,2836
4075,2966
4076,2272
4077,1074
4078,1007
4079,1346
4080,2198
4081,2407
4082,297
4083,3766
4084,2998
4085,2246
4086,368
4087,2176
4088,2487
4089,2232
4090,229
4091,3324
4092,1263
4093,2263
4094,254
4095,1966
4096,3780
4097,944
4098,2147
4099,205
4100,4011
4101,3790
4102,2185
4103,381
4104,956
4105,214
4106,773
4107,1186
4108,1316
4109,3435
4110,1834
4111,691
4112,441
4113,3566
4114,2032
4115,3134
4116,412
4117,523
4118,877
4119,3284
4120,3922
4121,1978
4122,1421
4123,3479
4124,632
4125,2805
4126,269
4127,2712
4128,2022
4129,2989
4130,798
4131,774
4132,2899
4133,2971
4134,1050
4135,3119
4136,3885
4137,3837
4138,791
4139,1481
4140,2214
4141,2475
4142,3213
4143,1437
4144,2867
4145,363
4146,1173
4147,544
4148,23
4149,2290
4150,2035
4151,25
4152,1457
4153,1970
4154,1298
4155,3173
4156,1866
4157,1254
4158,971
4159,2961
4160,2376
4161,2954
4162,524
4163,2536
4164,3792
4165,3919
4166,1723
4167,1385
4168,3185
4169,1163
4170,333
4171,116
4172,3338
4173,523
4174,2153
4175,2318
4176,2738
4177,3582
4178,2377
4179,3951
4180,640
4181,3386
4182,165
4183,3397
4184,2108
4185,3201
4186,2485
4187,1100
4188,1065
4189,1461
4190,3066
4191,2659
4192,2779
4193,3414
4194,3368
4195,1512
4196,2470
4197,702
4198,1762
4199,2866
4200,1151
4201,717
4202,3528
4203,442
4204,731
4205,705
4206,3629
4207,3762
4208,664
4209,698
4210,450
4211,3855
4212,1522
4213,1567
4214,804
4215,2594
4216,3835
4217,224
4218,3963
4219,2577
4220,2415
4221,607
4222,610
4223,1373
4224,3936
4225,3727
4226,3755
4227,4023
4228,1017
4229,266
4230,1708
4231,26
4232,1641
4233,3845
4234,2843
4235,3178
4236,544
4237,3471
4238,1798
4239,3168
4240,1893
4241,2288
4242,2097
4243,3014
4244,1339
4245,343
4246,3145
4247,3477
4248,207
4249,1046
4250,1384
4251,2156
4252,412
4253,2031
4254,779
4255,3937
4256,2368
4257,1841
4258,1613
4259,994
4260,3238
4261,3765
4262,3091
4263,2923
4264,277
4265,1823
4266,2663
4267,2809
4268,2632
4269,2498
4270,1040
4271,690
4272,3765
4273,1459
4274,1174
4275,1914
4276,3631
4277,91
4278,2152
4279,2134
4280,1156
4281,1212
4282,2646
4283,700
4284,3422
4285,1614
4286,1926
4287,2119
4288,1988
4289,3117
4290,1140
4291,1374
4292,2942
4293,755
4294,2611
4295,3806
4296,1171
4297,1032
4298,1298
4299,1840
4300,1170
4301,2146
4302,2696
4303,2670
4304,1146
4305,1420
4306,1682
4307,1886
4308,2353
4309,474
4310,3566
4311,1396
4312,2572
4313,221
4314,557
4315,45
4316,2540
4317,3955
4318,113
4319,551
4320,2565
4321,97
4322,2417
4323,136
4324,537
4325,1911
4326,2275
4327,3303
4328,3337
4329,776
4330,2180
4331,6
4332,2335
4333,3745
4334,3198
4335,41
4336,827
4337,2915
4338,2473
4339,2072
4340,3106
4341,2482
4342,335
4343,339
4344,1230
4345,3528
4346,2396
4347,907
4348,2769
4349,29
4350,3419
4351,3696
4352,2329
4353,6
4354,1234
4355,2038
4356,3218
4357,3601
4358,3084
4359,2135
4360,262
4361,3003
4362,1224
4363,2090
4364,1455
4365,1741
4366,790
4367,1590
4368,1691
4369,451
4370,3247
4371,2277
4372,3935
4373,2127
4374,219
4375,1114
4376,924
4377,3585
4378,1817
4379,3209
4380,2452
4381,3965
4382,291
4383,1684
4384,866
4385,376
4386,522
4387,639
4388,3340
4389,2463
4390,1592
4391,268
4392,1234
4393,3025
4394,2547
4395,2551
4396,173
4397,2647
4398,3973
4399,851
4400,659
4401,510
4402,270
4403,1948
4404,1743
4405,3675
4406,1024
4407,3510
4408,1420
4409,1536
4410,84
4411,510
4412,3216
4413,206
4414,2652
4415,1838
4416,3285
4417,1288
4418,469
4419,3618
4420,2488
4421,1943
4422,238
4423,1441
4424,3255
4425,1919
4426,225
4427,1441
4428,3929
4429,3770
4430,457
4431,1506
4432,1497
4433,2981
4434,158
4435,1648
4436,1368
4437,3308
4438,1385
4439,2698
4440,2777
4441,893
4442,590
4443,3225
4444,3082
4445,1422
4446,3454
4447,2717
4448,108
4449,3931
4450,4023
4451,3047
4452,2168
4453,2985
4454,3703
4455,3604
4456,2979
4457,2552
4458,2478
4459,567
4460,2380
4461,351
4462,2852
4463,3685
4464,2045
4465,1085
4466,3194
4467,370
4468,3603
4469,2750
4470,2723
4471,568
4472,3321
4473,2953
4474,265
4475,424
4476,1671
4477,3596
4478,1923
4479,1025
4480,3107
4481,3318
4482,1614
4483,93
4484,3440
4485,1090
4486,753
4487,3469
4488,3695
4489,2914
4490,278
4491,466
4492,1845
4493,2911
4494,2673
4495,2115
4496,1263
4497,2111
4498,3892
4499,3188
4500,3086
4501,464
4502,3529
4503,3717
4504,1563
4505,3929
4506,3768
4507,283
4508,3055
4509,2717
4510,1434
4511,3028
4512,407
4513,1665
4514,1187
4515,1621
4516,513
4517,395
4518,3465
4519,3731
4520,3011
4521,2777
4522,1201
4523,3717
4524,522
4525,17
4526,3570
4527,428
4528,3404
4529,536
4530,110
4531,2542
4532,1362
4533,501
4534,1127
4535,39
4536,103
4537,556
4538,3606
4539,2232
4540,3528
4541,1112
4542,3850
4543,3661
4544,2507
4545,3136
4546,3587
4547,381
4548,2810
4549,2038
4550,4025
4551,103
4552,1728
4553,3871
4554,2771
4555,3294
4556,752
4557,3211
4558,1426
4559,1690
4560,661
4561,3217
4562,1062
4563,2863
4564,628
4565,1846
4566,2429
4567,3869
4568,162
4569,3585
4570,2324
4571,3443
4572,3809
4573,1128
4574,2303
4575,568
4576,660
4577,916
4578,412
4579,3228
4580,816
4581,1690
4582,2322
4583,1478
4584,1435
4585,1540
4586,1892
4587,2763
4588,798
4589,262
4590,2883
4591,440
4592,2921
4593,2354
4594,3698
4595,2894
4596,89
4597,3581
4598,2418
4599,1235
4600,121
4601,16
4602,794
4603,1522
4604,3932
4605,1248
4606,851
4607,3303
4608,561
4609,2334
4610,2868
4611,2664
4612,153
4613,1639
4614,3924
4615,2127
4616,3467
4617,3
4618,1874
4619,3937
4620,694
4621,1861
4622,3291
4623,261
4624,1603
4625,1229
4626,3576
4627,281
4628,541
4629,2350
4630,2724
4631,1291
4632,1298
4633,4020
4634,526
4635,3970
4636,931
4637,2613
4638,19
4639,1149
4640,954
4641,1302
4642,3908
4643,3976
4644,1073
4645,3404
4646,3123
4647,233
4648,2080
4649,991
4650,193
4651,1167
4652,3860
4653,725
4654,2568
4655,591
4656,1512
4657,3647
4658,1273
4659,1108
4660,3457
4661,4004
4662,2994
4663,2686
4664,3742
4665,1954
4666,3858
4667,1239
4668,2106
4669,30
4670,1206
4671,595
4672,2707
4673,2232
4674,1788
4675,3465
4676,2583
4677,3405
4678,2366
4679,2768
4680,945
4681,1095
4682,892
4683,452
4684,742
4685,1621
4686,3036
4687,2350
4688,3508
4689,3311
4690,2340
4691,3352
4692,3506
4693,2123
4694,1458
4695,1756
4696,3537
4697,1465
4698,163
4699,1233
4700,2803
4701,2512
4702,3392
4703,1899
4704,604
4705,213
4706,2023
4707,3346
4708,2694
4709,3021
4710,3318
4711,1875
4712,3731
4713,1016
4714,2087
4715,1003
4716,2368
4717,1172
4718,329
4719,727
4720,2228
4721,3514
4722,1552
4723,1288
4724,2252
4725,1456
4726,1252
4727,3977
4728,1057
4729,1718
4730,748
4731,800
4732,997
4733,203
4734,3361
4735,2564
4736,1613
4737,1197
4738,1590
4739,2646
4740,1042
4741,948
4742,3275
4743,205
4744,3582
4745,394
4746,1882
4747,1665
4748,1126
4749,2758
4750,2319
4751,2129
4752,3744
4753,3833
4754,2163
4755,3068
4756,3853
4757,1160
4758,2661
4759,1670
4760,705
4761,2014
4762,3769
4763,1187
4764,660
4765,3328
4766,56
4767,3325
4768,3195
4769,1040
4770,3626
4771,2280
4772,3615
4773,1062
4774,2957
4775,2270
4776,463
4777,3877
4778,1344
4779,1001
4780,2541
4781,3818
4782,1519
4783,1198
4784,348
4785,501
4786,45
4787,2907
4788,969
4789,627
4790,1747
4791,2095
4792,475
4793,345
4794,1338
4795,1895
4796,2520
4797,1044
4798,545
4799,2843
4800,3688
4801,3191
4802,2599
4803,56
4804,209
4805,1067
4806,3256
4807,458
4808,1309
4809,782
4810,2175
4811,3510
4812,2751
4813,3629
4814,1680
4815,3829
4816,217
4817,1956
4818,2737
4819,641
4820,227
4821,3560
4822,1342
4823,212
4824,713
4825,2458
4826,950
4827,2894
4828,3182
4829,1451
4830,509
4831,3294
4832,349
4833,3222
4834,3289
4835,3557
4836,2781
4837,2068
4838,1755
4839,3085
4840,1865
4841,1204
4842,461
4843,316
4844,988
4845,1539
4846,2375
4847,3239
4848,3684
4849,296
4850,1667
4851,2025
4852,739
4853,697
4854,2069
4855,1834
4856,1772
4857,3277
4858,1600
4859,515
4860,469
4861,3278
4862,124
4863,3743
4864,2436
4865,2187
4866,2005
4867,553
4868,3743
4869,99
4870,1727
4871,617
4872,482
4873,967
4874,2798
4875,3978
4876,3286
4877,545
4878,2147
4879,302
4880,2463
4881,122
4882,3094
4883,3456
4884,2775
4885,719
4886,1935
4887,3727
4888,2576
4889,2411
4890,3207
4891,613
4892,3023
4893,2739
4894,2028
4895,2481
4896,2452
4897,1657
4898,2943
4899,387
4900,1504
4901,976
4902,3961
4903,458
4904,2421
4905,1181
4906,4029
4907,2440
4908,2963
4909,773
4910,3427
4911,216
4912,2445
4913,1243
4914,3059
4915,2162
4916,2284
4917,3544
4918,1840
4919,2510
4920,709
4921,2007
4922,448
4923,2106
4924,1286
4925,2957
4926,285
4927,440
4928,2284
4929,2872
4930,2350
4931,636
4932,3062
4933,1448
4934,3720
4935,1304
4936,3514
4937,1829
4938,2436
4939,430
4940,631
4941,261
4942,1618
4943,1586
4944,3362
4945,1283
4946,2952
4947,1750
4948,661
4949,3626
4950,333
4951,2565
4952,2025
4953,628
4954,886
4955,2842
4956,3256
4957,1339
4958,3880
4959,1317
4960,3546
4961,2031
4962,1106
4963,418
4964,1888
4965,2090
4966,1190
4967,3699
4968,2533
4969,2485
4970,1087
4971,1978
4972,860
4973,2672
4974,2344
4975,1139
4976,1294
4977,75
4978,2093
4979,2719
4980,2673
4981,549
4982,620
4983,974
4984,2480
4985,3687
4986,2638
4987,1176
4988,2392
4989,1362
4990,2087
4991,1091
4992,2355
4993,3868
4994,3301
4995,2592
4996,59
4997,1678
4998,772
4999,2873
5000,2162
5001,3644
5002,1865
5003,1948
5004,3542
5005,1630
5006,3151
5007,2487
5008,1610
5009,1877
5010,3030
5011,297
5012,570
5013,2264
5014,1177
5015,1667
5016,1043
5017,3107
5018,2788
5019,1340
5020,1828
5021,859
5022,1571
5023,1243
5024,3360
5025,3613
5026,3214
5027,367
5028,415
5029,1028
5030,4034
5031,1835
5032,817
5033,3392
5034,1441
