OID,PID
1466,885
1467,135
1467,135
1468,640
1468,640
1468,707
1468,707
1468,707
1468,579
1469,383
1469,383
1469,626
1469,626
1469,717
1469,717
1470,504
1470,504
1470,788
1471,496
1471,496
1471,496
1472,690
1472,844
1472,859
1472,859
1472,859
1472,237
1472,237
1472,92
1472,92
1472,92
1473,107
1473,107
1473,562
1473,63
1473,63
1473,63
1474,232
1474,232
1474,232
1475,657
1475,661
1475,661
1475,909
1475,909
1475,909
1475,683
1475,683
1475,32
1475,32
1475,32
1476,234
1476,234
1476,234
1476,533
1476,533
1476,114
1477,851
1477,851
1477,851
1477,383
1477,383
1477,383
1477,578
1477,578
1478,563
1478,563
1478,563
1478,630
1479,803
1479,803
1479,803
1479,61
1479,61
1479,61
1480,352
1480,352
1480,930
1480,930
1480,930
1480,439
1480,439
1480,439
1480,24
1480,24
1481,196
1481,794
1481,794
1482,546
1482,546
1482,874
1483,642
1483,642
1483,642
1483,471
1483,471
1483,471
1483,602
1483,602
1483,84
1483,567
1483,567
1484,724
1484,780
1484,780
1484,780
1484,85
1484,85
1484,85
1485,336
1485,336
1485,782
1485,782
1486,382
1486,382
1486,382
1486,617
1486,409
1486,409
1486,795
1486,795
1487,359
1487,763
1487,291
1487,291
1487,291
1487,438
1487,438
1488,566
1488,566
1488,566
1488,359
1488,181
1488,181
1488,181
1488,150
1488,150
1488,150
1489,697
1489,697
1489,697
1489,609
1489,609
1489,609
1489,802
1489,802
1489,802
1490,667
1491,946
1491,946
1491,946
1491,883
1491,883
1491,883
1491,764
1491,431
1491,431
1491,431
1492,253
1492,253
1492,253
1492,861
1492,861
1492,861
1492,473
1492,473
1493,420
1493,420
1493,622
1493,622
1493,622
1493,627
1493,627
1493,627
1494,674
1494,674
1494,457
1494,968
1494,358
1494,358
1494,358
1495,778
1495,634
1495,634
1495,634
1495,890
1495,725
1495,593
1495,593
1495,593
1496,452
1496,452
1497,277
1497,277
1497,517
1497,517
1497,517
1497,91
1497,109
1498,446
1498,516
1498,516
1498,516
1498,29
1498,782
1498,782
1498,782
1499,365
1499,365
1499,671
1499,171
1499,194
1499,194
1499,194
1499,290
1499,290
1500,830
1500,239
1500,239
1501,623
1501,623
1501,623
1501,415
1501,415
1501,415
1501,140
1501,140
1501,140
1501,583
1501,583
1501,85
1501,85
1501,85
1502,634
1502,634
1502,702
1502,702
1502,702
1502,633
1503,121
1503,121
1503,61
1503,61
1503,848
1503,848
1503,951
1503,951
1503,508
1504,515
1504,515
1504,515
1504,95
1504,237
1504,921
1504,921
1504,921
1504,101
1504,101
1504,101
1505,252
1505,252
1505,252
1505,380
1505,380
1505,380
1505,239
1505,32
1506,115
1506,355
1506,364
1506,264
1506,774
1507,619
1507,273
1507,273
1507,273
1507,968
1507,968
1507,968
1508,662
1508,662
1508,662
1508,322
1508,805
1508,805
1508,805
1508,780
1508,780
1509,629
1509,629
1510,518
1510,518
1511,514
1511,64
1511,64
1511,64
1511,564
1511,564
1511,264
1511,264
1512,501
1512,501
1512,679
1512,679
1512,679
1513,91
1513,570
1513,570
1513,570
1513,143
1513,143
1513,143
1513,193
1513,193
1513,193
1513,167
1513,167
1513,167
1514,79
1514,625
1514,625
1514,625
1514,567
1514,567
1514,567
1514,680
1514,680
1514,680
1515,515
1515,930
1515,918
1515,918
1515,316
1516,214
1516,214
1516,214
1516,302
1516,302
1516,302
1516,361
1516,659
1516,659
1516,928
1517,375
1517,383
1517,945
1517,945
1517,945
1518,516
1518,516
1519,813
1519,813
1519,813
1519,923
1519,923
1519,923
1520,450
1520,450
1520,767
1520,767
1520,767
1520,618
1521,199
1521,199
1521,199
1521,432
1521,432
1521,432
1521,473
1521,763
1521,811
1521,811
1522,261
1522,261
1522,793
1522,793
1522,793
1522,683
1522,683
1522,781
1523,482
1523,482
1523,482
1523,948
1523,948
1523,371
1523,371
1523,738
1523,738
1523,738
1523,548
1523,548
1523,548
1524,57
1524,57
1524,397
1524,397
1524,397
1525,778
1526,802
1526,802
1526,802
1526,946
1526,676
1526,676
1526,676
1526,205
1526,960
1527,556
1527,556
1527,605
1527,605
1528,167
1528,167
1528,734
1529,184
1529,184
1529,184
1530,113
1530,113
1530,322
1530,322
1530,777
1530,777
1530,194
1530,194
1530,86
1530,86
1530,86
1531,548
1531,548
1531,548
1531,562
1531,562
1532,620
1532,620
1532,620
1532,455
1532,455
1532,455
1532,809
1532,809
1532,809
1532,39
1533,61
1533,61
1533,390
1533,390
1533,390
1533,487
1533,487
1533,487
1534,177
1534,177
1534,177
1535,6
1535,856
1535,856
1536,218
1536,730
1536,461
1536,24
1536,24
1536,24
1536,664
1537,52
1537,946
1537,946
1537,946
1538,9
1538,9
1539,127
1539,646
1539,685
1540,289
1540,289
1540,322
1540,322
1540,322
1540,420
1540,420
1540,420
1541,781
1541,698
1541,698
1542,184
1543,189
1544,900
1544,900
1545,62
1545,62
1545,646
1545,646
1545,646
1545,73
1545,73
1545,73
1546,544
1546,544
1546,302
1546,302
1547,666
1547,666
1547,666
1547,727
1547,727
1547,727
1547,829
1547,829
1547,832
1547,832
1547,832
1547,130
1547,130
1548,423
1548,423
1548,423
1548,920
1548,920
1548,920
1548,231
1549,22
1549,22
1549,22
1549,603
1549,567
1549,889
1549,889
1549,634
1549,634
1550,140
1550,576
1550,576
1550,154
1550,154
1550,154
1551,354
1551,354
1551,354
1551,154
1551,154
1552,247
1553,643
1553,643
1553,643
1553,298
1553,119
1553,119
1553,119
1553,359
1554,497
1555,489
1555,439
1555,439
1555,439
1555,579
1555,579
1555,579
1555,146
1555,146
1555,146
1556,215
1556,215
1556,215
1556,494
1556,494
1556,913
1556,913
1556,913
1557,540
1557,540
1557,540
1558,42
1558,154
1558,154
1558,396
1558,955
1558,955
1558,955
1559,110
1559,110
1559,110
1559,11
1560,608
1560,576
1560,576
1560,559
1560,559
1560,914
1560,914
1560,914
1560,688
1560,688
1561,719
1561,719
1561,765
1561,344
1562,534
1562,44
1562,44
1562,44
1562,311
1562,311
1562,829
1563,905
1563,60
1563,60
1563,60
1564,601
1564,601
1564,550
1564,550
1564,815
1564,815
1564,235
1564,505
1564,505
1564,505
1565,849
1565,849
1565,34
1565,34
1566,747
1566,747
1567,474
1567,474
1567,474
1567,942
1568,81
1568,731
1568,731
1568,25
1569,10
1569,10
1569,10
1570,848
1570,848
1571,498
1571,498
1571,498
1572,462
1572,462
1572,462
1572,656
1572,656
1572,656
1573,16
1573,680
1573,680
1573,717
1573,717
1573,717
1574,120
1574,120
1574,120
1574,648
1574,648
1574,1
1574,1
1574,1
1575,779
1575,920
1575,920
1575,317
1575,521
1575,521
1575,521
1575,876
1575,876
1575,876
1576,647
1576,647
1576,647
1576,56
1577,472
1577,472
1577,472
1577,911
1577,911
1578,133
1578,312
1578,899
1578,899
1579,294
1579,607
1579,607
1579,204
1579,204
1579,204
1579,320
1579,320
1579,290
1579,290
1580,724
1580,724
1580,225
1581,82
1581,913
1581,913
1581,913
1582,640
1582,640
1582,640
1582,98
1582,98
1583,166
1583,166
1583,166
1583,485
1583,485
1583,120
1583,217
1583,217
1583,217
1583,619
1584,167
1584,167
1585,825
1585,825
1585,825
1585,103
1585,103
1585,103
1586,761
1586,761
1586,761
1587,385
1587,385
1588,743
1588,743
1588,567
1588,168
1588,168
1589,700
1589,700
1589,700
1589,761
1589,233
1589,233
1589,233
1590,74
1590,480
1590,480
1590,480
1590,969
1590,969
1590,969
1591,289
1591,289
1591,289
1591,655
1591,655
1591,489
1591,551
1591,551
1591,551
1591,655
1591,655
1591,655
1592,256
1592,256
1592,868
1592,875
1593,154
1593,154
1594,509
1594,154
1594,154
1594,154
1594,15
1594,15
1594,15
1594,582
1594,451
1594,451
1594,451
1595,110
1595,790
1595,564
1595,182
1596,122
1596,731
1596,731
1596,731
1596,278
1596,278
1596,366
1597,305
1597,305
1597,460
1597,460
1597,555
1597,555
1598,430
1598,510
1598,510
1598,181
1598,181
1598,181
1598,867
1598,867
1598,867
1598,481
1599,348
1599,348
1599,348
1600,30
1600,800
1600,800
1601,693
1601,693
1601,297
1601,297
1601,297
1601,29
1602,689
1602,544
1602,544
1602,544
1602,365
1602,365
1602,365
1603,770
1603,770
1603,353
1603,353
1603,155
1603,155
1604,575
1604,575
1604,575
1604,683
1604,227
1604,227
1604,227
1604,281
1604,281
1604,281
1605,454
1606,878
1606,878
1606,878
1606,446
1606,446
1607,168
1607,626
1607,626
1607,626
1608,12
1608,12
1608,12
1608,322
1608,322
1608,322
1608,41
1608,44
1608,44
1608,44
1608,619
1608,619
1608,619
1609,340
1609,340
1609,340
1609,804
1610,22
1610,22
1610,754
1611,420
1611,420
1611,420
1611,189
1611,189
1611,20
1611,20
1611,520
1611,683
1611,683
1611,683
1612,556
1612,189
1613,302
1613,302
1613,92
1613,92
1613,92
1614,254
1614,254
1614,839
1614,839
1615,333
1615,245
1615,245
1615,245
1615,374
1615,374
1615,374
1616,722
1616,722
1616,379
1616,379
1616,379
1616,229
1616,845
1616,845
1616,845
1616,89
1617,152
1617,152
1617,152
1617,174
1617,174
1617,174
1617,384
1617,384
1617,384
1617,935
1617,935
1618,44
1618,44
1618,44
1618,754
1618,754
1618,754
1618,728
1618,728
1618,728
1618,366
1618,366
1618,508
1619,523
1619,886
1619,886
1619,297
1619,297
1619,297
1620,830
1620,909
1620,909
1620,909
1620,614
1620,614
1620,902
1620,902
1620,858
1620,858
1621,573
1622,510
1622,510
1622,510
1623,568
1623,82
1623,355
1623,355
1624,245
1624,556
1624,696
1624,696
1624,696
1624,965
1625,127
1625,127
1625,127
1625,734
1625,563
1625,563
1626,449
1626,449
1626,449
1626,895
1626,895
1626,623
1626,623
1626,371
1626,371
1626,371
1627,431
1627,431
1627,431
1627,621
1627,127
1627,127
1627,127
1628,808
1628,808
1629,860
1630,96
1630,96
1630,96
1630,82
1630,82
1631,435
1631,435
1631,435
1631,372
1631,212
1632,712
1632,838
1632,838
1632,838
1632,54
1633,177
1633,177
1633,387
1633,355
1633,355
1633,142
1633,142
1633,913
1633,913
1634,571
1634,241
1634,779
1634,779
1634,779
1634,188
1634,188
1634,284
1635,237
1635,237
1635,237
1635,415
1635,504
1635,504
1635,940
1635,940
1635,258
1636,369
1636,369
1636,369
1636,875
1636,875
1637,947
1637,947
1638,407
1638,706
1638,914
1638,914
1638,914
1638,152
1638,152
1639,108
1639,108
1639,108
1639,196
1639,196
1639,835
1639,835
1639,570
1639,570
1639,570
1640,3
1640,3
1640,287
1640,287
1640,320
1640,320
1640,800
1640,846
1641,570
1641,570
1641,570
1641,468
1641,468
1641,468
1642,256
1642,256
1642,306
1642,306
1642,252
1642,252
1642,252
1643,159
1643,159
1643,159
1644,889
1644,889
1645,209
1645,354
1645,734
1645,734
1645,569
1645,569
1646,428
1646,203
1646,203
1646,203
1646,55
1646,55
1647,499
1647,499
1647,570
1647,570
1648,356
1648,356
1649,520
1649,520
1649,882
1649,882
1649,394
1649,394
1649,449
1649,449
1649,907
1649,907
1649,907
1650,73
1650,107
1650,107
1650,107
1650,186
1650,186
1650,186
1650,945
1651,231
1651,231
1651,697
1651,12
1651,12
1651,507
1651,507
1651,188
1651,188
1651,188
1652,688
1652,688
1652,614
1652,614
1652,614
1652,290
1652,290
1652,290
1653,194
1653,194
1653,194
1653,402
1653,710
1653,710
1653,710
1653,330
1653,330
1654,770
1654,881
1654,498
1654,498
1654,348
1654,329
1655,117
1655,834
1655,834
1655,775
1655,775
1656,460
1656,460
1656,196
1656,196
1656,196
1657,146
1657,146
1657,550
1658,677
1658,677
1658,710
1658,710
1658,710
1659,88
1659,88
1659,784
1659,784
1659,784
1659,360
1659,360
1659,360
1659,764
1659,764
1659,325
1660,541
1660,541
1660,541
1660,728
1660,728
1660,370
1660,350
1660,350
1660,350
1661,466
1661,466
1661,466
1661,463
1661,463
1661,509
1661,509
1661,509
1661,384
1661,384
1661,384
1662,7
1662,7
1663,903
1663,903
1663,903
1663,478
1664,681
1664,681
1664,681
1664,207
1664,207
1665,2
1665,2
1665,2
1665,18
1665,72
1665,72
1665,72
1665,425
1665,425
1666,677
1666,677
1666,907
1666,907
1666,907
1666,387
1666,387
1666,202
1666,202
1666,202
1666,743
1666,743
1666,743
1667,141
1668,677
1668,677
1668,677
1668,739
1668,739
1669,715
1669,715
1669,697
1669,697
1669,697
1669,358
1669,124
1670,190
1670,190
1670,190
1670,81
1670,81
1670,81
1671,529
1671,529
1671,824
1671,824
1671,557
1671,600
1671,600
1671,600
1671,58
1671,58
1672,681
1672,681
1672,180
1672,180
1672,158
1672,158
1672,158
1672,520
1672,520
1672,455
1672,455
1672,455
1673,869
1673,869
1673,869
1673,231
1673,231
1673,231
1673,32
1673,32
1674,704
1675,967
1675,967
1675,861
1675,861
1675,861
1675,647
1675,445
1676,540
1676,540
1676,447
1676,447
1677,399
1677,399
1678,656
1678,656
1678,909
1678,909
1678,614
1678,614
1678,912
1678,140
1679,81
1680,295
1680,295
1680,658
1680,658
1680,658
1680,677
1680,677
1680,281
1680,281
1680,281
1681,132
1681,132
1681,132
1682,463
1682,463
1682,463
1682,805
1682,805
1682,186
1682,918
1683,33
1683,33
1683,33
1683,952
1683,836
1683,836
1683,703
1683,703
1683,703
1683,179
1684,194
1684,194
1684,194
1685,689
1685,7
1685,7
1685,7
1685,601
1686,425
1687,352
1687,352
1687,352
1688,109
1688,337
1688,911
1688,826
1688,826
1688,826
1688,633
1688,633
1689,715
1689,535
1689,954
1689,371
1689,371
1689,84
1689,84
1689,84
1690,940
1690,940
1690,49
1690,49
1690,49
1690,563
1690,563
1690,563
1691,535
1691,535
1691,784
1691,131
1691,131
1691,1
1691,1
1691,1
1692,757
1692,757
1692,757
1692,625
1692,625
1692,625
1692,260
1692,260
1693,547
1693,904
1693,904
1693,561
1693,561
1693,561
1694,898
1694,898
1694,898
1694,557
1694,557
1694,213
1695,211
1695,211
1695,835
1695,835
1695,835
1695,907
1695,907
1695,184
1695,184
1695,184
1695,191
1695,191
1695,191
1696,127
1696,127
1696,127
1697,16
1697,16
1697,928
1697,473
1697,40
1697,40
1697,772
1698,641
1698,528
1698,528
1698,528
1698,820
1698,882
1698,882
1698,882
1698,870
1698,870
1699,758
1699,758
1699,758
1699,70
1700,830
1700,830
1700,830
1700,192
1700,192
1700,192
1701,449
1701,449
1701,449
1701,871
1701,641
1701,641
1701,904
1701,904
1701,904
1702,415
1702,415
1703,680
1703,680
1703,680
1703,193
1703,193
1703,193
1703,906
1703,906
1703,331
1704,843
1704,843
1705,202
1705,202
1705,550
1705,52
1705,52
1705,52
1705,855
1705,855
1705,855
1705,859
1705,859
1705,859
1706,803
1706,803
1706,803
1706,646
1707,248
1707,248
1707,248
1707,229
1707,229
1707,225
1707,225
1708,833
1708,833
1708,833
1708,65
1709,215
1709,215
1710,221
1710,221
1710,221
1710,606
1710,441
1710,22
1710,22
1710,364
1710,364
1711,667
1711,667
1711,366
1711,366
1711,730
1711,730
1711,730
1711,118
1711,118
1711,118
1712,515
1712,121
1712,121
1712,97
1712,97
1713,45
1714,966
1714,966
1714,966
1715,256
1715,256
1715,256
1716,714
1716,714
1716,714
1717,285
1718,104
1718,104
1719,182
1719,182
1719,8
1719,8
1719,8
1719,426
1719,426
1719,426
1719,573
1719,252
1719,252
1719,252
1720,425
1720,425
1720,950
1720,99
1720,99
1720,99
1721,184
1721,184
1721,429
1721,110
1722,857
1723,334
1723,334
1723,334
1724,166
1724,127
1724,237
1725,612
1725,612
1725,890
1725,780
1726,761
1726,761
1726,761
1726,379
1726,180
1726,180
1726,771
1726,718
1726,718
1727,652
1727,652
1727,652
1727,646
1727,646
1727,646
1728,733
1728,185
1728,185
1728,490
1728,490
1728,490
1729,900
1729,692
1729,426
1729,426
1730,490
1730,490
1730,844
1730,183
1730,183
1730,374
1730,374
1730,374
1730,505
1730,505
1730,505
1731,550
1731,550
1731,181
1731,181
1731,181
1731,261
1731,636
1732,875
1732,875
1732,875
1732,781
1732,781
1732,781
1732,630
1733,781
1733,781
1733,781
1733,264
1733,817
1734,522
1734,83
1734,448
1734,52
1735,863
1735,863
1735,863
1735,223
1735,223
1735,223
1736,858
1736,858
1736,5
1736,5
1736,842
1736,399
1736,21
1736,21
1736,21
1737,578
1737,578
1737,455
1737,662
1738,216
1738,861
1738,861
1738,861
1739,3
1739,839
1740,679
1740,679
1740,679
1740,701
1740,701
1740,693
1740,258
1741,267
1741,71
1742,960
1742,725
1742,725
1742,478
1742,478
1742,478
1742,700
1742,180
1742,180
1743,937
1743,398
1743,398
1743,249
1743,457
1743,457
1743,789
1743,789
1743,789
1744,946
1744,946
1744,863
1744,863
1744,863
1744,669
1744,669
1744,669
1744,165
1744,165
1744,868
1744,868
1744,868
1745,371
1745,371
1745,639
1745,639
1746,380
1746,277
1746,277
1746,277
1747,830
1747,830
1747,300
1747,300
1747,639
1747,639
1747,639
1747,816
1747,816
1747,874
1747,874
1748,836
1748,246
1748,396
1748,737
1749,420
1749,420
1749,420
1749,708
1749,708
1749,773
1749,773
1749,462
1749,462
1749,262
1750,275
1750,275
1750,275
1751,765
1751,765
1751,781
1751,781
1752,554
1752,554
1752,732
1752,732
1752,94
1752,94
1752,94
1752,772
1752,941
1752,941
1753,577
1753,577
1753,577
1754,963
1754,963
1754,963
1754,862
1754,862
1754,410
1754,410
1754,119
1754,119
1754,332
1754,332
1754,332
1755,807
1755,807
1755,807
1755,843
1755,843
1755,843
1755,951
1755,951
1755,951
1755,33
1755,33
1755,33
1756,45
1757,361
1757,361
1757,361
1757,443
1757,443
1757,778
1757,778
1757,791
1757,791
1758,445
1758,445
1759,706
1759,706
1759,526
1759,526
1759,526
1759,746
1760,234
1760,234
1760,948
1760,948
1761,90
1761,90
1761,90
1761,202
1761,202
1761,202
1761,240
1761,240
1762,351
1762,351
1762,351
1762,961
1762,961
1762,961
1762,562
1762,562
1762,562
1762,621
1762,788
1762,788
1762,788
1763,873
1763,873
1763,873
1763,450
1763,450
1763,450
1763,542
1763,542
1764,165
1764,37
1764,37
1764,37
1765,363
1765,363
1765,363
1765,195
1765,195
1765,247
1765,836
1765,836
1765,836
1765,865
1765,865
1765,865
1766,661
1766,661
1766,661
1766,800
1766,687
1766,687
1766,687
1767,446
1767,273
1767,273
1767,801
1767,801
1767,768
1768,597
1768,362
1768,643
1768,643
1769,243
1770,110
1770,65
1770,801
1770,801
1770,801
1770,894
1770,894
1770,894
1770,787
1770,787
1770,787
1771,45
1771,45
1771,45
1771,709
1771,709
1771,709
1771,623
1771,623
1771,826
1771,826
1771,826
1771,22
1772,142
1773,273
1773,273
1774,502
1774,502
1774,502
1774,818
1774,461
1774,461
1774,678
1774,678
1775,428
1775,428
1775,428
1775,629
1775,629
1775,402
1775,402
1775,402
1776,593
1776,593
1776,197
1777,62
1777,62
1777,62
1777,13
1777,444
1777,444
1777,444
1777,346
1777,346
1777,361
1778,53
1778,53
1778,53
1779,279
1780,406
1781,433
1781,433
1781,322
1781,667
1781,847
1781,425
1782,848
1782,848
1782,891
1782,891
1782,891
1782,160
1783,372
1783,96
1783,96
1783,96
1783,888
1783,429
1783,524
1784,433
1785,81
1785,81
1785,81
1785,348
1785,334
1785,171
1786,83
1786,83
1786,306
1786,628
1786,628
1786,628
1786,159
1786,356
1786,356
1787,100
1787,100
1787,250
1787,250
1788,528
1788,528
1788,528
1789,27
1789,27
1789,868
1789,868
1789,868
1789,287
1789,287
1789,287
1789,360
1789,360
1789,408
1789,408
1790,957
1790,957
1790,957
1790,720
1790,720
1790,720
1790,351
1790,351
1790,351
1790,145
1790,145
1790,145
1790,665
1790,665
1791,529
1791,529
1791,529
1791,737
1791,696
1791,319
1791,319
1791,439
1791,439
1792,737
1792,793
1792,793
1792,832
1792,832
1793,104
1793,104
1793,104
1793,368
1793,368
1793,841
1793,841
1794,517
1794,517
1794,521
1794,521
1794,102
1794,102
1794,102
1795,353
1795,353
1796,528
1796,528
1796,528
1797,353
1797,701
1797,612
1797,384
1797,384
1797,775
1798,524
1798,82
1798,82
1798,82
1798,596
1798,596
1798,596
1799,51
1799,101
1799,101
1799,101
1799,853
1799,853
1799,853
1800,878
1800,878
1800,878
1801,189
1801,189
1801,402
1801,940
1801,940
1801,591
1801,582
1801,582
1801,582
1802,688
1802,688
1802,688
1802,266
1803,103
1803,103
1803,129
1803,129
1803,624
1804,495
1804,495
1804,495
1804,59
1805,254
1805,789
1805,789
1806,678
1806,678
1806,678
1806,914
1806,914
1806,914
1806,833
1806,241
1806,39
1807,779
1807,779
1807,157
1808,646
1808,470
1808,470
1808,20
1809,438
1809,188
1809,430
1809,430
1810,76
1810,597
1810,597
1811,213
1811,213
1811,213
1811,410
1811,410
1811,410
1812,654
1812,654
1812,654
1812,81
1812,81
1812,81
1813,420
1813,420
1813,420
1813,301
1813,301
1813,856
1813,865
1813,865
1813,865
1813,179
1813,179
1814,80
1814,80
1814,98
1814,98
1814,728
1814,728
1814,728
1815,577
1815,577
1815,577
1816,872
1816,872
1816,872
1816,872
1816,872
1816,680
1816,680
1817,328
1817,328
1817,828
1817,828
1818,823
1818,715
1818,715
1818,205
1818,120
1818,120
1818,120
1819,333
1819,333
1819,526
1819,526
1819,526
1819,163
1819,720
1819,720
1820,663
1820,663
1820,663
1820,458
1820,458
1820,458
1821,775
1821,775
1821,522
1821,522
1822,714
1823,535
1823,535
1824,67
1824,67
1824,67
1824,10
1824,10
1824,10
1825,444
1825,217
1826,191
1826,334
1826,955
1826,456
1826,456
1827,481
1827,481
1827,481
1827,92
1827,92
1827,92
1828,651
1828,833
1828,833
1828,833
1828,777
1828,868
1828,868
1828,868
1828,110
1828,110
1828,110
1829,302
1829,302
1829,648
1829,626
1829,626
1829,626
1829,888
1830,353
1830,353
1830,353
1830,639
1830,639
1830,639
1830,423
1830,20
1831,551
1831,551
1831,267
1831,267
1831,267
1831,671
1831,671
1831,671
1831,901
1831,677
1831,677
1832,678
1832,678
1832,678
1833,924
1833,924
1833,924
1834,438
1834,162
1834,162
1834,162
1834,835
1834,835
1834,377
1834,377
1834,966
1834,966
1835,856
1835,856
1835,856
1835,94
1835,94
1836,414
1836,479
1836,479
1836,126
1836,126
1836,126
1836,663
1836,663
1836,146
1836,146
1836,146
1837,422
1837,462
1838,319
1838,946
1838,946
1838,946
1838,148
1838,148
1838,148
1839,3
1839,3
1839,3
1840,398
1840,868
1840,836
1840,836
1840,892
1840,892
1841,745
1841,745
1841,461
1841,461
1841,604
1841,604
1841,342
1841,342
1841,342
1842,492
1842,492
1842,492
1842,927
1842,927
1843,49
1843,49
1844,41
1844,41
1844,41
1844,63
1844,902
1844,902
1844,902
1844,628
1844,628
1844,628
1845,1
1845,1
1845,358
1845,358
1845,264
1845,264
1846,32
1846,32
1846,32
1847,866
1847,866
1847,286
1847,286
1847,581
1847,563
1847,563
1847,563
1847,154
1847,154
1848,561
1848,561
1848,561
1848,62
1848,564
1848,564
1849,591
1849,399
1849,399
1849,458
1849,458
1849,850
1849,850
1849,850
1850,257
1850,257
1850,257
1850,426
1850,426
1850,426
1850,952
1850,640
1850,640
1851,479
1851,479
1851,479
1851,490
1851,490
1851,490
1851,489
1851,562
1852,487
1852,340
1852,340
1852,362
1852,499
1852,499
1852,499
1853,681
1853,681
1853,681
1854,434
1854,434
1854,308
1854,308
1854,308
1855,718
1855,129
1856,785
1856,31
1856,31
1857,571
1857,571
1857,784
1857,784
1857,268
1857,268
1857,864
1857,864
1857,658
1857,658
1857,658
1858,929
1858,611
1858,611
1858,514
1858,514
1858,514
1858,790
1858,790
1859,318
1859,318
1859,318
1860,264
1860,264
1860,264
1860,647
1860,647
1860,647
1861,33
1861,375
1861,375
1861,642
1861,642
1862,487
1862,487
1862,498
1862,498
1862,498
1863,576
1863,576
1863,352
1864,886
1864,886
1864,834
1864,834
1864,834
1864,445
1864,445
1864,558
1864,558
1864,558
1864,491
1864,491
1864,491
1865,675
1865,327
1865,327
1866,189
1866,860
1866,902
1866,902
1866,902
1866,293
1867,453
1867,583
1868,723
1868,673
1868,673
1868,673
1868,713
1868,713
1868,680
1868,680
1868,680
1869,839
1869,839
1869,699
1869,699
1870,525
1870,525
1870,347
1870,347
1870,347
1870,24
1870,70
1871,881
1871,432
1872,781
1872,781
1872,781
1873,796
1874,944
1874,944
1874,944
1874,370
1874,370
1875,827
1875,827
1875,827
1875,553
1875,553
1875,553
1875,109
1875,109
1876,686
1876,686
1876,686
1876,27
1876,882
1876,882
1876,85
1877,643
1877,643
1878,149
1878,149
1878,173
1878,173
1878,490
1878,490
1878,220
1878,220
1879,176
1879,176
1879,132
1879,649
1879,649
1880,310
1880,310
1880,310
1880,631
1881,93
1881,93
1881,737
1881,133
1881,592
1881,592
1882,407
1882,407
1882,407
1883,137
1883,137
1883,137
1883,919
1883,919
1883,919
1883,290
1883,290
1883,240
1883,240
1883,655
1883,655
1884,214
1884,214
1884,214
1884,225
1884,225
1884,225
1884,134
1884,500
1884,500
1884,335
1884,335
1885,187
1885,187
1885,187
1885,814
1885,814
1886,729
1886,554
1886,554
1886,355
1886,355
1886,355
1887,685
1887,685
1887,102
1888,242
1888,242
1889,555
1889,555
1890,814
1891,332
1892,79
1892,79
1892,705
1892,705
1892,695
1892,695
1892,695
1893,216
1894,558
1895,700
1895,508
1895,571
1895,746
1895,746
1895,746
1896,162
1896,162
1896,776
1896,776
1896,776
1896,904
1896,904
1896,904
1896,738
1896,738
1896,738
1897,777
1897,777
1897,777
1898,26
1898,40
1898,101
1898,335
1898,387
1898,387
1899,174
1899,174
1900,324
1900,34
1900,34
1900,34
1900,662
1900,90
1901,822
1901,822
1901,822
1901,488
1901,488
1901,488
1902,436
1902,436
1902,436
1902,833
1902,229
1902,229
1902,229
1902,684
1902,684
1902,684
1903,779
1903,779
1903,606
1903,606
1903,606
1903,37
1903,37
1903,637
1904,858
1905,186
1905,186
1905,186
1905,792
1905,792
1905,792
1906,898
1906,898
1907,256
1907,256
1907,251
1907,251
1907,251
1907,478
1907,419
1907,419
1907,146
1907,146
1908,566
1908,566
1908,15
1908,15
1908,621
1908,621
1908,621
1908,952
1908,952
1908,952
1908,760
1908,760
1908,760
1909,280
1909,280
1909,280
1909,866
1909,866
1909,934
1909,934
1909,934
1910,545
1911,604
1911,604
1911,604
1911,511
1911,511
1912,143
1912,143
1912,159
1912,159
1912,159
1912,233
1912,233
1912,233
1912,331
1913,751
1913,751
1913,428
1913,428
1913,874
1913,874
1914,384
1914,384
1914,384
1914,573
1914,573
1914,573
1914,192
1914,192
1914,192
1914,550
1914,550
1914,550
1914,713
1914,713
1914,713
1915,160
1915,160
1915,217
1915,217
1915,879
1915,879
1916,237
1916,237
1917,169
1917,706
1917,706
1917,706
1917,711
1917,918
1917,918
1918,735
1918,735
1918,735
1918,370
1918,211
1918,211
1918,211
1919,172
1919,172
1920,392
1920,392
1920,891
1920,891
1921,867
1921,867
1921,459
1921,459
1921,225
1921,225
1921,225
1922,256
1922,629
1922,629
1922,800
1922,649
1922,649
1923,326
1923,624
1923,83
1924,41
1924,41
1924,766
1924,766
1925,552
1925,385
1925,385
1925,385
1925,193
1925,919
1925,779
1925,779
1926,843
1926,419
1926,852
1926,852
1926,628
1927,366
1927,366
1927,893
1927,893
1927,893
1927,513
1927,513
1927,513
1928,365
1928,365
1928,365
1928,898
1928,946
1928,86
1928,706
1929,481
1930,220
1930,220
1930,220
1930,843
1930,843
1930,843
1930,428
1930,428
1930,428
1930,117
1930,117
1930,117
1931,446
1931,446
1932,881
1932,881
1933,759
1933,759
1933,759
1933,788
1933,788
1933,788
1933,413
1933,413
1934,285
1934,733
1934,733
1934,522
1935,788
1935,788
1935,871
1935,871
1935,288
1935,288
1936,407
1937,602
1938,672
1938,672
1938,672
1938,564
1938,564
1939,756
1939,756
1940,499
1940,499
